t,X,Y,Z,V_X,V_Y,V_Z
0,-0.146522834897041,16.6300048828125,0.095553696155548,-1.78575623035431,-1.78575623035431,-1.78575623035431
0,0.038895182311535,35.9694519042969,0.171013250946999,-1.78481149673462,-1.78481149673462,-1.78481149673462
0,-0.055514398962259,44.7091445922852,-0.066278211772442,-1.80623543262482,-1.80623543262482,-1.80623543262482
0,0.026024919003248,72.8680725097656,-0.132906705141068,-1.79607939720154,-1.79607939720154,-1.79607939720154
0,-0.060671914368868,40.7506294250488,-0.101873226463795,-1.80030870437622,-1.80030870437622,-1.80030870437622
0,-0.131268322467804,18.5546474456787,-0.069537952542305,-1.79336953163147,-1.79336953163147,-1.79336953163147
0,-0.02958064340055,51.9977226257324,-0.196493536233902,-1.77724349498749,-1.77724349498749,-1.77724349498749
0,-0.030148901045323,62.1507797241211,0.037399552762508,-1.81080293655396,-1.81080293655396,-1.81080293655396
0,-0.085535764694214,28.6511707305908,-0.095456190407276,-1.79827582836151,-1.79827582836151,-1.79827582836151
0,-0.093067601323128,25.2240200042725,0.115530110895634,-1.7932676076889,-1.7932676076889,-1.7932676076889
0,0.065527945756912,56.7919273376465,-0.215255200862885,-1.76688241958618,-1.76688241958618,-1.76688241958618
0,-0.032982535660267,77.3341217041016,-0.01769326813519,-1.81163847446442,-1.81163847446442,-1.81163847446442
0,-0.15939661860466,15.2762317657471,0.074914194643498,-1.78541421890259,-1.78541421890259,-1.78541421890259
0,-0.157216489315033,15.4916524887085,0.099079199135304,-1.782266497612,-1.782266497612,-1.782266497612
0,-0.135546550154686,17.9741935729981,-0.007835375145078,-1.79664027690887,-1.79664027690887,-1.79664027690887
0,-0.031989999115467,76.6027297973633,0.031898863613606,-1.81105220317841,-1.81105220317841,-1.81105220317841
0,-0.125920221209526,19.3379993438721,-0.129318222403526,-1.78392112255096,-1.78392112255096,-1.78392112255096
0,-0.058275725692511,42.4416770935059,-0.139081925153732,-1.79246520996094,-1.79246520996094,-1.79246520996094
0,-0.032032053917646,78.3719100952149,0.024519432336092,-1.81142723560333,-1.81142723560333,-1.81142723560333
0,0.056341502815485,34.0367279052734,0.187103390693665,-1.77806961536407,-1.77806961536407,-1.77806961536407
0,0.147120624780655,49.2194671630859,0.125710606575012,-1.77843713760376,-1.77843713760376,-1.77843713760376
0,-0.14205139875412,16.4232749938965,0.138380214571953,-1.7779278755188,-1.7779278755188,-1.7779278755188
0,-0.236181676387787,10.308913230896,-0.061524420976639,-1.76006758213043,-1.76006758213043,-1.76006758213043
0,-0.049398865550757,48.6517066955566,-0.201531410217285,-1.77412962913513,-1.77412962913513,-1.77412962913513
0,0.1299769282341,61.0049629211426,0.100370556116104,-1.7879034280777,-1.7879034280777,-1.7879034280777
0,-0.05427872389555,38.0976257324219,0.151513248682022,-1.78957891464233,-1.78957891464233,-1.78957891464233
0,-0.055327478796244,44.9570541381836,0.021476462483406,-1.80980551242828,-1.80980551242828,-1.80980551242828
